amenity;taxi;;A place where taxis wait for passengers. Often near where many people congregate.;
amenity;theatre;theatre;A place where live theatrical performances are held.;
amenity;water_point;water fountain;A place where you can get large amounts of drinking water for refilling fresh water holding tanks.;
amenity;bbq;;A permanently built place for having a BBQ;
amenity;cinema;;A movie theater, a place showing movies.;
amenity;ferry_terminal;;A place where people, cars etc. can board and leave a ferry.;
amenity;motorcycle_parking;;A place which is designated for parking motorcycles.;
amenity;parcel_locker;;Machine for picking up and sending parcels.;
amenity;shower;;Public showers, where people can bathe under water sprays;
amenity;courthouse;;A building which is home to a court of law, which administers justice according to the rule of law.;
amenity;driving_school;;A school to learn to drive a motor vehicle;
amenity;grit_bin;;A container that holds sand, salt and gravel to spread on roads for winter safety;
amenity;car_rental;;A place from which cars can be rented.;
amenity;arts_centre;theatre;An arts centre. A venue where a variety of arts are performed or conducted;
amenity;clock;;A publicly visible clock.;
amenity;nightclub;;A place to dance and drink at night.;
amenity;public_bookcase;;A street furniture containing books. Take one, leave one.;
amenity;watering_place;;A place where water is contained and animals such as horses can drink.;
amenity;events_venue;;A place that provides facilities for events such as banquets, weddings etc.;
amenity;bureau_de_change;;An office that exchanges foreign currency and travellers cheques;
amenity;loading_dock;;A loading dock is an entrance to a building used for loading and unloading goods vehicles.;
amenity;nursing_home;;A home for disabled/elderly persons who need permanent care.;
amenity;letter_box;;Private mailboxes where mailmen or other people deposit letters to specific addresses.;
amenity;prison;;A prison or jail where people are incarcerated before trial or after conviction;
amenity;internet_cafe;;A place whose principal role is providing internet services.;
amenity;food_court;;A place with sit-down facilities shared by multiple self-service food vendors.;
amenity;studio;;A studio used for creating radio or television programmes and broadcasting them. It can also be used to mark a music recording studio.;
amenity;bicycle_repair_station;;A public tool for self-repair of bicycles.;
amenity;mobile_money_agent;;A place where mobile money can be payed in and out.;
amenity;biergarten;;An open-air area where beer is served and you are allowed to bring your own food.;
amenity;public_bath;;A location where the public may bathe in common;
amenity;car_sharing;;Carsharing station, where you get your booked car, often separate areas on parking places.;
amenity;payment_terminal;;Self-service payment kiosk/terminal;
amenity;social_centre;;A centre of fraternities, sororities, professional societies, union halls and other nonprofit organization.;
amenity;vehicle_inspection;;A place where legally-required vehicle inspection may be performed;
amenity;compressed_air;;A device to inflate tires/tyres (e.g. motorcar, bicycle);
amenity;monastery;;An active monastery or convent, occupied by a community of monks or nuns living under religious vows;
amenity;waste_dump_site;;A place where trash was illegally dumped.;
amenity;music_school;;Music school, an educational institution specialized in the study, training, and research of music;
amenity;lavoir;;A public place where people come to wash their clothes manually;
amenity;casino;;A gambling venue with at least one table game.;
amenity;animal_breeding;;A facility where animals are bred, usually to sell them;
amenity;sanitary_dump_station;;Place for depositing human waste from a toilet holding tank.;
amenity;money_transfer;;A place that offers money transfers, especially cash to cash;
amenity;dojo;;A formal training place for any of the Japanese do arts.;
amenity;animal_shelter;;A shelter for animal recovery;
amenity;prep_school;;Tutor or test prep centre;
amenity;language_school;;An educational institution where one studies a foreign language;
amenity;trolley_bay;;"Place where trolleys are ""parked""";
amenity;waste_transfer_station;;A location that accepts, consolidates and transfers waste in bulk, usually from government or commercial collections.;
amenity;conference_centre;;A conference centre is a large building used to hold a convention;
amenity;weighbridge;;A large weight scale to weigh vehicles and goods;
amenity;boat_rental;;A place where you can rent a boat;
amenity;boat_storage;;A place to store boats out of the water.;
amenity;feeding_place;;A place where animals are fed like a manger or an automated feeding station.;
amenity;ticket_validator;;A analog device which validates public transport tickets, or devices which are integrated in systems to gain access to an area or service like public transport or parking garages;
amenity;lounger;;An object for people to lie down.;
amenity;ranger_station;;An official park visitor facility with police, visitor information, permit services, etc.;
amenity;game_feeding;;A game feeding place;
amenity;love_hotel;;A love hotel is a type of short-stay hotel operated primarily for the purpose of allowing guests privacy for sexual activities.;
amenity;gambling;;A place for gambling, not being a bookmaker, lottery shop, casino, or adult gaming centre.;
amenity;animal_boarding;;A facility which cares for pets while the owners are away (e.g. on holiday);
amenity;health_post;;A village or neighborhood health post, without a physician;
amenity;training;;Public place where you can get training.;
amenity;post_depot;;A distribution centre or sorting office for letters and parcels.;
amenity;smoking_area;;To identify a designated smoking area;
amenity;research_institute;;A research institute is an establishment endowed for doing research.;
amenity;brothel;;An establishment specifically dedicated to prostitution.;
amenity;vacuum_cleaner;;A device used to clean motor vehicles by vacuum.;
amenity;dressing_room;;A place where people can change their clothes.;
amenity;crematorium;;A tag for crematorium, where bodies are burned.;
amenity;photo_booth;;A stand to create instant photos.;
amenity;funeral_hall;;A place for holding a funeral ceremony, other than a place of worship;
amenity;kneipp_water_cure;;A foot bath is a shallow pool, often with handrail.;
amenity;blood_bank;;A center where blood gathered as a result of blood donation is stored and preserved for later use in blood transfusion;
amenity;reception_desk;;First contact point of and information source for a POI for an outsider;
amenity;driver_training;;A place for driving training on a closed course;
amenity;car_pooling;;Car pooling station or spot, where you meet to get in (or where you get dropped off) someone's car or to pick up (or drop off) someone.;
amenity;mortuary;;A morgue or funeral home, used for the storage of human corpses;
amenity;coworking_space;;A place where people can go to work (typically requires a fee); not limited to a single employer
amenity;office;;DO NOT USE! Please use instead key:office.;
amenity;dive_centre;;The base location where sports divers usually start scuba diving;
amenity;table;;A public table;
amenity;payment_centre;;A non-bank place, where people can pay bills of public and private services and taxes.;
amenity;karaoke_box;;A venue specifically for people to enjoy singing along with karaoke, usually with private booths.;
amenity;stables;;Riding stables, equestrian center;
amenity;shop;;null;
amenity;hookah_lounge;;A place where guests can smoke hookah (aka waterpipe, nargile, shisha).;
amenity;stripclub;;A place that offer striptease and lap dances.;
amenity;refugee_site;;A human settlement sheltering refugees and/or internally displaced persons;
amenity;polling_station;;A place where one can cast a ballot.;
barrier;fence;;A freestanding structure designed to restrict or prevent movement across a boundary, generally distinguished from a wall by the lightness of its construction.;
barrier;gate;;A section in a wall or fence which can be opened to allow access.;
barrier;wall;;A freestanding structure, designed to restrict or prevent movement across a boundary, typically made from solid brick, concrete or rocks, and almost always built so that it is opaque to vision.;
barrier;hedge;;A line of closely spaced shrubs and tree species, which form a barrier or mark the boundary of an area.;
barrier;kerb;;A stone edging to a pavement or raised path (right side is bottom, left side is top).;
barrier;bollard;;One or more solid (usually concrete or metal) pillar(s) used to control traffic.;
barrier;lift_gate;;A bar or pole pivoted (rotates upwards to open) in such a way as to allow the boom to block vehicular access through a controlled point.;
barrier;retaining_wall;;A structure that holds back soil or rock from a building, structure or area.;
barrier;block;;One or more large immobile block(s) usually barring free access along a way.;
barrier;yes;;Unspecific barrier value, it is always better to use more specific one if possible;
barrier;guard_rail;;A rail, typically metal, designed to keep vehicles within their roadway and prevent dangerous collisions;
barrier;cycle_barrier;;A barrier along a path that slows or prevents access for bicycle users.;
barrier;stile;;A structure which provides people a passage through or over a boundary via steps, ladders or narrow gaps.;
barrier;entrance;;An opening or gap in a barrier.;
barrier;swing_gate;;A gate consisting of a bar or pole pivoted (rotates sidewards to open) in such a way as to allow the boom to block vehicular access through a controlled point.;
barrier;cattle_grid;;A hole in the road surface covered in a series of bars that allow wheeled vehicles but not animals to cross.;
barrier;ditch;;A man made ditch or trench to prevent access to the other side.;
barrier;toll_booth;;A place where a road usage toll or fee is collected.;
barrier;city_wall;;A fortification used to defend settlements in ancient to modern times.;
barrier;kissing_gate;;A type of gate where you have to go into an enclosure and open a gate to get through.;
barrier;chain;;A chain used to prevent motorised vehicles.;
barrier;jersey_barrier;;A barrier made of heavy prefabricated blocks.;
barrier;sliding_gate;;A section in a wall or fence which slides or rolls to the side to allow access (note: barrier=gate is standard tagging for such objects, this tag is used primarily by [[Grab]] employees).;
barrier;height_restrictor;;A height restrictor which prevents access of vehicles higher than a set limit.;
barrier;turnstile;;A turnstile, a passage on foot designed to allow one person at a time to pass;
barrier;handrail;;A rail designed to be grasped by the hand so as to provide stability or support.;
barrier;border_control;;A control point at an international border between two countries.;
barrier;log;;A log blocking access.;
barrier;median_strip;;;
barrier;sally_port;;A secure, controlled entryway to a fortification or prison.;
barrier;avalanche_protection;;A feature to protect from avalanches or to keep them from going off.;
barrier;hampshire_gate;;A section of wire fence which can be removed temporarily.;
barrier;wire_fence;;null;
barrier;embankment;;null;
barrier;line;;;
barrier;debris;;Debris blocking a road;
barrier;door;;;
barrier;wicket_gate;;a pedestrian door or gate built into a wall or fence near a larger gate;
barrier;field_boundary;;;
barrier;traffic_island;;;
barrier;rope;;A flexible barrier made of rope.;
barrier;bump_gate;;A drive-through gate used in rural areas to provide a barrier to livestock that does not require the driver to exit the vehicle.;
barrier;planter;;Boxes and other structures, which typically contain plants for decoration, acting as a barrier.;
barrier;full-height_turnstile;;A full-height turnstile.;
barrier;property_boundary;;;
barrier;no;;;
barrier;cable_barrier;;A road side or median barrier made of steel wire ropes mounted on weak posts.;
barrier;berm;;A berm is a level space, shelf, or raised barrier (usually made of compacted soil) separating two areas;
barrier;tank_trap;;A static anti-tank obstacle.;
boundary;administrative;;An administrative boundary recognised by governments for administrative purposes.;
boundary;protected_area;;Used to mark boundaries of protected areas including national parks, wilderness, marine protection areas, heritage sites and other, similar areas.;
boundary;postal_code;;A postal code boundary;
boundary;census;;a census-designated boundary delineating a statistical area, not necessarily observable on the ground;
boundary;marker;;A physical marker that identifies a boundary;
boundary;landuse;;;
boundary;local_authority;;null;
boundary;forest_compartment;;A marked subdivision of delimited forest, which is used for planning, management & navigation;
boundary;health;;null;
boundary;political;;Political boundary, such as an electoral ward or parliamentary constituency;
boundary;historic;;A historic administrative boundary (use judiciously);
boundary;lot;;;
boundary;national_park;national park;The boundary of a national park, an area of natural beauty, set aside for conservation and for recreation;
boundary;religious_administration;;;
boundary;place;;The boundaries of a place , when these boundaries can be defined but these are not administrative boundaries;
boundary;forestry_compartment;;A marked subdivision of an area of forestry landuse, which is used for planning, management & navigation;
boundary;aboriginal_lands;;Boundary of aboriginal/native/indigenous territories and reservations.;
boundary;maritime;;Maritime boundaries under the UN Convention on the Law of the Sea which are not administrative boundaries: the baseline, contiguous zone, and EEZ;
boundary;civil_parish;;;
boundary;fence;;;
boundary;historic_parish;;;
boundary;parcel;;;
boundary;forestry;;;
building;yes;;A building of an unspecified type.;
building;house;;A single dwelling unit usually inhabited by one family.;
building;residential;;A general tag for a building constructed primarily for residential purposes.;
building;garage;;Denotes a single-owner private garage;
building;detached;;A detached house: a free-standing residential building usually housing a single family.;
building;apartments;;A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor.;
building;shed;;A small, simple structure used as storage or workshop;
building;hut;;A small and crude shelter.;
building;industrial;;A building constructed to house some manufacturing process;
building;farm_auxiliary;;A building on a farm that is not a dwelling.;
building;roof;;A building open on at least two sides.;
building;terrace;;"The outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (""row-house"" or ""townhouse"" in North American English).";
building;commercial;;A building constructed for non-specific commercial activities to take place there.;
building;school;;A generic school building.;
building;semidetached_house;;A house that shares a common wall with another on one side.;
building;retail;;A building primarily used for selling goods to the general public.;
building;garages;;A block of private garages each with a separate user/owner;
building;construction;;A building under construction;
building;barn;;An agricultural building used for storage and as a covered workplace.;
building;cabin;;A small, roughly built house typically found in rural areas.;
building;greenhouse;;A building in which plants are grown;
building;outbuilding;;A less important building near to and on the same piece of land as a larger building;
building;service;;Service building usually is a small umanned building with certain machinery (like pumps or transformers).;
building;church;;A building that was built as a church.;
building;farm;;A farmhouse is the main building of a farm;
building;warehouse;;A commercial building for storage of goods.;
building;static_caravan;;A mobile home (caravan) (semi)permanently left on a single site.;
building;bungalow;;Simple single-storey flat house, bungalow, holiday cottage;
building;office;;An office building;
building;civic;;A building hosting any civic amenity (town hall, library, swimming pool).;
building;ruins;;Frequently used to mark ruined buildings. However, this usage conflicts with general use of building tag. In theory it should only be used for buildings constructed to look like ruins.;
building;carport;;A carport is a covered structure used to offer limited protection to vehicles, primarily cars, from the elements.;
building;university;;An university building.;
building;allotment_house;;A small outbuilding for short visits in a allotment garden;
building;public;;A building constructed as accessible to the general public (town hall, police station, court house).;
building;hospital;;A building which forms part of a hospital.;
building;boathouse;;A building for storing boats;
building;hotel;;A building designed with separate rooms available for overnight accommodation.;
building;manufacture;;A building constructed to house some manufacturing process, see also building=industrial.;
building;chapel;;Building built as chapel;
building;kindergarten;;A generic kindergarten building.;
building;ger;;A portable, round tent (yurt or ger);
building;mosque;;A building that was built as a mosque;
building;hangar;;A hangar is a building used for the storage of airplanes, helicopters or space-craft.;
building;collapsed;;null;
building;storage_tank;;A storage tank;
building;dormitory;;College or university dormitory for shared living of its students.;
building;bunker;;A hardened military building.;
building;train_station;train station;A train station building;
building;college;university;A building constructed to house a college.;
building;stable;;A building or part of a building that is used as a stable for horses;
building;slurry_tank;;A circular concrete structure holding liquid manure.;
building;silo;;A silo is a building for storing bulk materials.;
building;transportation;;A building related to the public transportation.;
building;transformer_tower;;A small but tall building constructed to comprise a transformer and connect to an overhead power line.;
building;semi;;A semi-detached house.;
building;commercial;;;
building;parking;;Structure purpose-built for parking cars.;
building;sty;;A building for raising domestic pigs.;
building;toilets;;A building designed for toilets.;
building;cowshed;;A building for housing cows.;
building;temple;;A building that was built as a temple;
building;government;;Building built to house government offices.;
building;damaged;;;
building;houseboat;;A boat (re)constructed as a floating home, staying at a single permanent location.;
building;kiosk;;A small one room retail building, with clients not entering the building.;
building;grandstand;;A grandstand at racecourse or sports ground.;
building;trullo;;A stone hut with a conical roof, built without mortar;
building;fire_station;;null;
building;supermarket;;A building built as a supermarket;
building;no;;;
building;stilt_house;;Stilt houses are houses raised on piles over the surface of the soil or a body of water.;
building;pavilion;;A building providing facilities for users of sports grounds;
building;sports_centre;;A building that was built as a sports centre;
building;tomb;;;
building;kitchen;;;
building;stadium;sports stadium;A building which was built as stadium.;
building;agricultural;;;
building;pajaru;;;
building;dam;;;
building;religious;;A building that was built as a religious building.;
building;container;;A container used as a building.;
building;abandoned;;null;
building;sports_hall;;A building that was built as a sports hall;
building;duplex;;;
building;wayside_shrine;;Tag is used also for modern shrines.;
building;digester;;A building constructed as a digester, a bioreactor for the production of biogas from biomass.;
building;tent;;A building mainly consisting of sheets of fabric or similar;
building;shop;;;
building;dwelling_house;;;
building;tower;;;
building;factory;;A building constructed as a factory.;
building;shelter;;;
building;chalet;;;
building;conservatory;;Conservatory - a building or room having glass or tarpaulin roofing and walls used as an indoor garden or a sunroom (winter garden).;
building;clinic;;;
building;beach_hut;;A beach hut: small, usually wooden, and often brightly coloured cabin or shelter above the high tide mark on popular bathing beaches.;
building;shrine;;A building that was built as a shrine;
building;terraced_house;;;
building;ail;;;
building;Residential building;;;
building;bridge;;A building used as a bridge.;
building;mobile_home;;;
building;tank;;;
building;cathedral;;A building that was built as a cathedral;
building;government_office;;;
building;pub;;;
building;mixed_use;;;
building;entrance;;To mark the location of a building entrance.;
building;poultry_house;;;
building;castle;;A building constructed as a castle;
building;presbytery;;A building that was built as a presbytery (where priests live and work);
building;summer_cottage;;;
building;store;;;
building;other;;;
building;storage;;;
building;community_group_office;;;
building;residences;;;
building;proposed;;null;
building;military;;An unspecific building constructed for military purposes;
building;gazebo;;;
building;monastery;;A building constructed as monastery;
building;canopy;;;
building;foundation;;;
building;bank;;;
building;utility;;;
building;glasshouse;;A glass building in which plants are grown. Note far more popular building=greenhouse;
building;flats;;;
building;administrative;;;
building;veranda;;;
building;chicken_coop;;;
building;granary;;;
building;ruin;;;
building;annexe;;;
building;education;;;
building;power_substation;;;
building;prison;;;
building;riding_hall;;A building that was built as a riding hall or indoor arena;
building;tulou;;;
building;gatehouse;;An entry control point building, spanning over a highway that enters a city or compound.;
building;gasometer;;;
building;townhouse;;;
building;barracks;;A building built to house military personnel or laborers;
building;sport;;;
building;synagogue;synagogue;A building that was built as a synagogue.;
building;marketplace;;;
building;electricity;;;
building;hall;;;
building;terrace_house;;;
building;plot;;;
building;summer_house;;;
building;window;;;
building;wall;;;
craft;grinding_mill;;A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.;
craft;carpenter;;A workplace or office of carpenters that work with timber to construct, install and maintain buildings, furniture, and other objects.;
craft;metal_construction;;Workplace or office of a person who work with metal. This applies to: planning, construction, trade, repair.;
craft;winery;;A place where wine is produced;
craft;photographer;;A workplace or office of a person who takes photographs using a camera.;
craft;electrician;;A person or company that works with electricity or electrical systems.;
craft;shoemaker;;A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs.;
craft;tailor;;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing.;
craft;electronics_repair;;Repair shops and service centers which provides repair of computers, phones, appliance etc.;
craft;brewery;;A dedicated building for the making of beer.;
craft;plumber;;A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems;
craft;sawmill;;A sawmill is a facility where logs are cut into timber;
craft;hvac;;A workplace or office of an HVAC system designer (Heating, Ventilating, and Air Conditioning);
craft;caterer;;A workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings;
craft;window_construction;;A workplace of someone constructing windows;
craft;confectionery;;A place where the set of food items that are rich in sugar, any one or type of which is called a confection is produced.;
craft;gardener;;A workplace or office of a garden designer or a landscape gardener.;
craft;dressmaker;;Dressmaker is a person who makes custom clothing for women, such as dresses, blouses, and evening gowns.;
craft;handicraft;;A place where useful and decorative devices are made completely by hand or using only simple tools;
craft;beekeeper;;The workplace of a beekeeper (apiarist).;
craft;stonemason;;A place where rough pieces of rock are shaped into accurate geometrical shapes.;
craft;painter;;A workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.;
craft;glaziery;;A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed;
craft;roofer;;A workplace or office of a tradesman who is specialized in roof covering and sealing.;
craft;key_cutter;;A place where keys can be duplicated from originals.;
craft;joiner;;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;
craft;yes;;;
craft;builder;;A workplace or office of a tradesman who performs structural alterations and additions to buildings.;
craft;blacksmith;;A place where a blacksmith forges tools, horseshoes, etc. from iron.;
craft;upholsterer;;A place where furniture, especially seats are provided with padding, springs, webbing, and fabric or leather covers.;
craft;pottery;;A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.;
craft;distillery;;An establishment for distilling, especially for distilling alcoholic liquors.;
craft;jeweller;;A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.;
craft;agricultural_engines;;A place where engines and tools for agricultural use are planned and constructed.;
craft;locksmith;;A place where locks and keys are created or repaired.;
craft;photographic_laboratory;;A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.;
craft;tiler;;A workplace or office of a person who lays tiles on floors, swimming pools and such.;
craft;signmaker;;Signmaker;
craft;cleaning;;Workplace or office of a person who cleaning building, industrial facilities or windows.;
craft;clockmaker;;A workplace or office of a clockmaker that is building, repairing or engraving clocks of all sorts.;
craft;watchmaker;;A watchmaker is an artisan who makes and repairs watches. Today due to industrial production they mostly repair watches.;
craft;bakery;;A workplace for fresh bakery goods. No shop.;
emergency;fire_hydrant;;An active fire protection measure, and a source of water provided in most urban, suburban, and rural areas with municipal water service to enable fire fighters to tap into the municipal water supply to assist in extinguishing a fire;
emergency;yes;;Indicates either that a road is accessible to emergency vehicles or that a hospital is equipped to deal with emergencies.;
emergency;defibrillator;;Defibrillator (AED), an external and portable electronic device that diagnoses and can correct arrhythmia of the heart automatically.;
emergency;phone;;Emergency telephone;
emergency;water_tank;;A large water basin or tank for a fire department to take water;
emergency;no;;;
emergency;suction_point;;A preferred point to pump water off a river or other waters for a fire department.;
emergency;siren;;A loud noise maker, such as an air raid siren or a tornado siren.;
emergency;assembly_point;;A designated (safe) place where people can gather or must report to during an emergency or a fire drill;
emergency;ambulance_station;;A ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies.;
emergency;access_point;;A sign number which can be used to define your current position in case of an emergency;
emergency;fire_extinguisher;;An active fire protection device used to extinguish or control small fires, often in emergency situations.;
emergency;designated;;an emergency access road;
emergency;life_ring;;A floating ring to throw out to someone who is struggling in water.;
emergency;fire_water_pond;;A man made or natural pond with water for a fire department.;
emergency;landing_site;;Preselected flat area for a helicopter to land in an emergency situation;
emergency;destination;;null;
emergency;lifeguard;;A place where a lifeguard is on duty;
emergency;fire_hose;;A high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it.;
emergency;emergency_ward_entrance;;The entrance to an emergency ward.;
emergency;drinking_water;;A facility that provides drinking water in emergency situations;
emergency;dry_riser_inlet;;a point to which firefighters can connect a pressurized water source;
geological;moraine;;Any ice formed accumulation of unconsolidated glacial debris;
geological;outcrop;;A place where the bedrock or superficial deposits previously covered under the soil have become locally exposed;
geological;volcanic_caldera_rim;;Volcanic caldera rim;
healthcare;pharmacy;;A pharmacy: a shop where a pharmacist sells prescription medications. Used in addition to amenity=pharmacy;
healthcare;hospital;;A hospital providing in-patient medical treatment, used in addition to amenity=hospital;
healthcare;doctor;;A place to get medical attention or a check up from a physician. Used in addition to amenity=doctors;
healthcare;clinic;;A medical facility, with more staff than a doctor's office, that does not admit inpatients. Used in addition to amenity=clinic;
healthcare;dentist;;A dentist practice / surgery. Used in addition to amenity=dentist;
healthcare;centre;;Unspecific healthcare facility. Usage without further specification is discouraged.;
healthcare;physiotherapist;;A facility where a physiotherapist practices physical therapy (kinesiology, exercise, mobilization, etc).;
healthcare;laboratory;;A medical laboratory, a place which performs analysis and diagnostics on body fluids;
healthcare;yes;;Unspecific healthcare object. Usage without further specification is discouraged.;
healthcare;alternative;;A facility where alternative or complementary medicine is practiced: e.g. acupuncture, chiropractic, naturopathy, etc.;
healthcare;psychotherapist;;An office of a psychotherapist or clinical psychologist.;
healthcare;optometrist;;An optometrist's office;
healthcare;rehabilitation;;Medical rehabilitation facility, usually inpatient or residential;
healthcare;podiatrist;;A podiatrist's office;
healthcare;nurse;;A facility where a trained health professional (nurse) provides healthcare, who is not a physician;
healthcare;counselling;;A facility where health counselling is provided, e.g. dietitian, nutrition, addiction.;
healthcare;speech_therapist;;A speech therapist, a health specialist who deals with speech, voice, swallowing or hearing impairment.;
healthcare;blood_donation;;Facility where you can donate blood, plasma and/or platelets, and possibly have stem cell samples taken;
